"","title","authors","keywords","doi"
"642","Intention-to-treat analysis with treatment discontinuation and missing data in clinical trials.","Little R, Kang S.","clinical trials; dropouts; incomplete data; intention-to-treat analysis; missing data; treatment discontinuation","10.1002/sim.6352"
"643","Statistical concepts in biology and health sciences.","Zahir H, Javaid A, Rehman R, Hussain Z.","NA","NA"
"644","Handling incomplete smoking history data in survival analysis.","Furukawa K, Preston DL, Misumi M, Cullings HM.","multiple imputation; radiation health effects; smoking; survival analysis; time-dependent covariate","10.1177/0962280214556794"
"645","Analysis of case-cohort designs with binary outcomes: Improving efficiency using whole-cohort auxiliary information.","Noma H,, Tanaka S.","calibration estimator; multiple imputation; risk difference; risk ratio; semiparametric maximum likelihood; two-phase designs; weighted estimating equation","10.1177/0962280214556175"
"646","Model for a university-based clinical research development infrastructure.","Havermahl T, LaPensee E, Williams D, Clauw D, Parker RA, Downey B, Liu J, Myles J.","NA","10.1097/ACM.0000000000000535"
"647","The biostatistical theory versus the harmful dysfunction analysis, part 1: is part-dysfunction a sufficient condition for medical disorder?","Wakefield JC.","DSM; asymptomatic disease carriers; benign disorder; biostatistical theory; concept of medical disorder; concept of mental disorder; conceptual foundations of medicine; disease; disorder; harm; harmful dysfunction; health; homosexuality; pathology; philosophy of medicine; situs inversus","10.1093/jmp/jhu038"
"648","Health and functional efficiency.","Hausman DM.","Christopher Boorse; function; functional efficiency; health; pathology","10.1093/jmp/jhu036"
"649","Residual plots to reveal the functional form for covariates in parametric accelerated failure time models.","Lindqvist BH, Kvaløy JT, Aaserud S.","NA","10.1007/s10985-014-9311-y"
"650","Number of imputations needed to stabilize estimated treatment difference in longitudinal data analysis.","Lu K.","coefficient of variation; conditional variability; multiple imputation; randomized trial; repeated sampling","10.1177/0962280214554439"
"651","Model evaluation based on the negative predictive value for interval-censored survival outcomes.","Han S, Tsui KW, Andrei AC.","Breast cancer; interval censoring; model evaluation; predictive ability","10.1177/0962280214554253"
"652","On the analysis of composite measures of quality in medical research.","Moineddin R, Meaney C, Grunfeld E.","Monte Carlo simulation; composite endpoint; correlated binary data; generalized estimating equations; generalized linear mixed models; generalized linear regression models","10.1177/0962280214553330"
"653","Censored linear regression models for irregularly observed longitudinal data using the multivariate- t distribution.","Garay AM, Castro LM, Leskow J, Lachos VH.","HIV viral load; censored data; expectation conditional maximization algorithm; longitudinal data; outliers","10.1177/0962280214551191"
"654","Exact one-sided confidence limits for Cohen's kappa as a measurement of agreement.","Shan G, Wang W,.","Buehler method; coverage probability; exact confidence interval; expected length; order","10.1177/0962280214552881"
"655","Study on bioactivity of cell-free filtrates from dairy propionibacteria.","Filippone A, Sinigaglia M, Altieri C.","Bioactivity; Cell-free filtrate; Probiotic stability time; Propionibacteria","10.1016/j.anaerobe.2014.09.016"
"656","Confidence intervals for a difference between lognormal means in cluster randomization trials.","Poirier J, Zou GY,, Koval J.","asymmetry; cluster randomization trial; generalized confidence interval; lognormal mean; method of variance estimates recovery","10.1177/0962280214552291"
"657","Finite-sample corrected generalized estimating equation of population average treatment effects in stepped wedge cluster randomized trials.","Scott JM, deCamp A,, Juraska M, Fay MP, Gilbert PB,.","Phase 3; Phase 4; Vaccine efficacy trial; cluster randomization; generalized estimating equations; marginal mean model; small-sample variance correction","10.1177/0962280214552092"
"658","Competing risk: An illustration with aspiration pneumonia in head and neck cancer patients undergoing radical radiotherapy: A biostatistician's perspective.","Bhattacharyya T, Bhattacharjee A.","NA","10.4103/0019-509X.175322"
"659","Detecting associated single-nucleotide polymorphisms on the X chromosome in case control genome-wide association studies.","Chen Z, Ng HK, Li J, Liu Q, Huang H.","Chromosome X; GWAS; combining p values; generalized genetic model; single-nucleotide polymorphism; trend test","10.1177/0962280214551815"
"660","Advances in data analytic methods for evaluating treatment outcome and mechanisms of change: introduction to the special issue.","Compton SN, Rosenfield D, Hofmann SG, Smits JA.","NA","10.1037/a0037795"
"661","Performance of partial statistics in individual-based landscape genetics.","Kierepka EM, Latch EK.","Mantel test; landscape genetics; ordination; partial statistics; redundancy analysis","10.1111/1755-0998.12332"
"662","Jackknife variance of the partial area under the empirical receiver operating characteristic curve.","Bandos AI, Guo B, Gur D.","Jackknife; ROC analysis; closed-form; nonparametric estimation; partial AUC","10.1177/0962280214551190"
"663","Common misconceptions about data analysis and statistics.","Motulsky HJ.","NA","10.1124/jpet.114.219170"
"664","Parameter inference from hitting times for perturbed Brownian motion.","Tamborrino M, Ditlevsen S, Lansky P.","NA","10.1007/s10985-014-9307-7"
"665","Upper bounds on FST in terms of the frequency of the most frequent allele and total homozygosity: the case of a specified number of alleles.","Edge MD, Rosenberg NA.","Differentiation; Genetic diversity; Population structure; Subdivided population","10.1016/j.tpb.2014.08.001"
"666","François Grémy, a humanist and information sciences pioneer.","Degoulet P, Fieschi M, Goldberg M, Salamon R.","NA","NA"
"667","Comparison of human papillomavirus infection rates between subgroups of individuals with laryngeal carcinoma.","Zhang C, Deng Z, Chen Y, Xie M.","NA","10.1093/infdis/jiu440"
"668","A Bayesian proportional hazards model for general interval-censored data.","Lin X, Cai B, Wang L, Zhang Z.","NA","10.1007/s10985-014-9305-9"
"669","Subsample ignorable likelihood for accelerated failure time models with missing predictors.","Zhang N, Little RJ.","NA","10.1007/s10985-014-9304-x"
"670","Bivariate discrete beta Kernel graduation of mortality data.","Mazza A, Punzo A.","NA","10.1007/s10985-014-9300-1"
"671","Diagnostic tools for bivariate accelerated life regression models.","Choi YH, Matthews DE.","NA","10.1007/s10985-014-9302-z"
"672","STRengthening analytical thinking for observational studies: the STRATOS initiative.","Sauerbrei W, Abrahamowicz M, Altman DG, le Cessie S, Carpenter J; STRATOS initiative.","guidance for analysis; level of statistical knowledge; observational studies","10.1002/sim.6265"
"673","Autism treatments proposed by clinical studies and human genetics are complementary.","Ritvo ER.","NA","10.1038/tp.2014.32"
"674","Lessons in biostatistics: inferences and conjectures about average and conditional treatment effects in randomized trials and observational studies.","Bottai M.","NA","10.1111/joim.12283"
"675","Statistical and scientific inference.","Ahlbom A.","NA","10.1111/joim.12281"
"676","Off-Line Multidimensional Liquid Chromatography and Auto Sampling Result in Sample Loss in LC/LC-MS/MS.","Magdeldin S,,, Moresco JJ, Yamamoto T, Yates JR rd.","HEK293; MudPIT; TMT; isobaric; label-free; offline; online","10.1021/pr500530e"
"677","Enhancing extracellular lipolytic enzyme production in an arctic bacterium, Psychrobacter sp. ArcL13, by using statistical optimization and fed-batch fermentation.","Kim S, Wi AR, Park HJ, Kim D, Kim HW, Yim JH, Han SJ.","arctic bacterium; fed-batch fermentation; lipolytic activity; psychrophile; statistical optimization","10.1080/10826068.2014.940964"
"678","repfdr: a tool for replicability analysis for genome-wide association studies.","Heller R, Yaacoby S, Yekutieli D.","NA","10.1093/bioinformatics/btu434"
"679","Improving peak detection in high-resolution LC/MS metabolomics data using preexisting knowledge and machine learning approach.","Yu T, Jones DP.","NA","10.1093/bioinformatics/btu430"
"680","Statistical inference based on the nonparametric maximum likelihood estimator under double-truncation.","Emura T, Konno Y, Michimae H.","NA","10.1007/s10985-014-9297-5"
"681","Building blocks for automated elucidation of metabolites: natural product-likeness for candidate ranking.","Jayaseelan KV, Steinbeck C.","NA","10.1186/1471-2105-15-234"
"682","Fast and accurate imputation of summary statistics enhances evidence of functional enrichment.","Pasaniuc B, Zaitlen N, Shi H, Bhatia G, Gusev A, Pickrell J, Hirschhorn J, Strachan DP, Patterson N, Price AL.","NA","10.1093/bioinformatics/btu416"
"683","Intensity drift removal in LC/MS metabolomics by common variance compensation.","Fernández-Albert F, Llorach R, Garcia-Aloy M, Ziyatdinov A, Andres-Lacueva C, Perera A.","NA","10.1093/bioinformatics/btu423"
"684","GATB: Genome Assembly & Analysis Tool Box.","Drezen E, Rizk G, Chikhi R, Deltel C, Lemaitre C, Peterlongo P, Lavenier D.","NA","10.1093/bioinformatics/btu406"
"685","Effective practices for teaching the biostatistics core course for the MPH using a competency-based approach.","Sullivan LM, Hooper L, Begg MD.","NA","10.1177/003335491412900415"
"686","A functional inference for multivariate current status data with mismeasured covariate.","Wen CC, Huang YH, Wu YJ.","NA","10.1007/s10985-014-9296-6"
"687","Multivariate gene-set testing based on graphical models.","Städler N, Mukherjee S.","Cancer biology; Differential network; Gaussian graphical models; Gene-set testing; Graphical Lasso","10.1093/biostatistics/kxu027"
"688","Meta-analysis based on weighted ordered P-values for genomic data with heterogeneity.","Li Y, Ghosh D.","NA","10.1186/1471-2105-15-226"
"689","[Co-authorship research networks in public health in Santander].","Naranjo-Estupiñán NF, Mora QJ, Jaimes-Vega D, Idrovo ÁJ.","NA","10.1590/S0120-41572014000200016"
"690","Statistics for clinicians: an introduction to linear regression.","Lee KJ, Wiest MM, Carlin JB.","linear models; regression analysis; statistical models","10.1111/jpc.12597"
"691","Evaluation of statistical designs in phase I expansion cohorts: the Dana-Farber/Harvard Cancer Center experience.","Dahlberg SE, Shapiro GI, Clark JW, Johnson BE.","NA","10.1093/jnci/dju163"
"692","Small area estimation for semicontinuous data.","Chandra H, Chambers R.","Mean squared error; Parametric bootstrap; Skewed data; Small area estimation; Zero-inflated","10.1002/bimj.201300233"
"693","Optimization of nutritional and non--nutritional factors involved for production of antimicrobial compounds from Lactobacillus pentosus SJ65 using response surface methodology.","Saraniya A, Jeevaratnam K.","Lactobacillus pentosus; Plackett-Burman design; bacteriocin; optimization; response surface methodology","NA"
"694","Sharing clinical trial data on patient level: opportunities and challenges.","Koenig F, Slattery J, Groves T, Lang T, Benjamini Y, Day S, Bauer P, Posch M.","EMA draft policy/0070; Open access to clinical trial data; Raw data; Secondary research; Transparency; Validation","10.1002/bimj.201300283"
"695","Prediction of postoperative mortality in liver transplantation in the era of MELD-based liver allocation: a multivariate analysis.","Bruns H, Lozanovski VJ, Schultze D, Hillebrand N, Hinz U, Büchler MW, Schemmer P.","NA","10.1371/journal.pone.0098782"
"696","Fecal microbiome analysis as a diagnostic test for diverticulitis.","Daniels L, Budding AE, de Korte N, Eck A, Bogaards JA, Stockmann HB, Consten EC, Savelkoul PH, Boermeester MA.","NA","10.1007/s10096-014-2162-3"
"697","Modeling of process parameters for enhanced production of coenzyme Q10 from Rhodotorula glutinis.","Balakumaran PA, Meenakshisundaram S.","Rhodotorula glutinis; coenzyme Q10; para-hydroxybenzoic acid; response surface methodology; soybean oil","10.1080/10826068.2014.923447"
"698","Optimizing the production of an a-(1<U+2192>2) branching sucrase in Escherichia coli using statistical design.","Vuillemin M, Malbert Y, Laguerre S, Remaud-Siméon M, Moulis C.","NA","10.1007/s00253-014-5627-5"
"699","Simultaneous confidence bands for low-dose risk estimation with quantal data.","Peng J, Robichaud M, Alsubie AQ.","Benchmark analysis; Multistage model; Simultaneous hyperbolic band; Simultaneous three-segment band","10.1002/bimj.201300250"
"700","Plastic surgery residents' attitudes and understanding of biostatistics: a pilot study.","Susarla SM, Redett RJ.","Medical Knowledge; Patient Care; Practice-Based Learning and Improvement; biostastistics; epidemiology; evidence-based medicine; surgical education","10.1016/j.jsurg.2013.12.003"
"701","Model of phenotypic evolution in hermaphroditic populations.","Rudnicki R, Zwolenski P.","NA","10.1007/s00285-014-0798-3"
"702","Nonlinear stability analyses of Turing patterns for a mussel-algae model.","Cangelosi RA, Wollkind DJ, Kealy-Dichone BJ, Chaiya I.","NA","10.1007/s00285-014-0794-7"
"703","False discovery rate control is a recommended alternative to Bonferroni-type adjustments in health studies.","Glickman ME, Rao SR, Schultz MR.","FWER; False discovery rate; False positive rate; Multiple tests; P-value; Study-wide error rate","10.1016/j.jclinepi.2014.03.012"
"704","Tar Heel footprints in health care: Delton Atkinson, MPH, MPH, PMP.","Chen E.","NA","NA"
"705","Flexible sequential designs for multi-arm clinical trials.","Magirr D, Stallard N, Jaki T.","adaptive designs; closed testing; combination test; conditional error; multi-arm","10.1002/sim.6183"
"706","Finding the best resolution for the Kingman-Tajima coalescent: theory and applications.","Sainudiin R, Stadler T, Véber A.","NA","10.1007/s00285-014-0796-5"
"707","A note on implementation of decaying product correlation structures for quasi-least squares.","Shults J, Guerra MW.","decaying product; feasible; generalized estimating equations; longitudinal binary data; quasi-least squares","10.1002/sim.6194"
"708","Fifteen years SIB Swiss Institute of Bioinformatics: life science databases, tools and support.","Stockinger H, Altenhoff AM, Arnold K, Bairoch A, Bastian F, Bergmann S, Bougueleret L, Bucher P, Delorenzi M, Lane L, Le Mercier P, Lisacek F, Michielin O, Palagi PM, Rougemont J, Schwede T, von Mering C, van Nimwegen E, Walther D, Xenarios I, Zavolan M, Zdobnov EM, Zoete V, Appel RD.","NA","10.1093/nar/gku380"
"709","A new class of powerful and informative simultaneous confidence intervals.","Brannath W, Schmidt S.","Bonferroni-Holm test; Dunnett test; familywise error rate; non-inferiority and superiority; step-down test","10.1002/sim.6187"
"710","A new proportion measure of the treatment effect captured by candidate surrogate endpoints.","Kobayashi F, Kuroki M.","PCS; PE; PIG; PTE; mode; surrogacy","10.1002/sim.6180"
"711","Gentamicin/collagen sponge use may reduce the risk of surgical site infections for patients undergoing cardiac operations: a meta-analysis.","Formanek MB, Herwaldt LA, Perencevich EN, Schweizer ML.","NA","10.1089/sur.2012.209"
"712","Genetic interactions affecting human gene expression identified by variance association mapping.","Brown AA, Buil A, Viñuela A, Lappalainen T, Zheng HF, Richards JB, Small KS, Spector TD, Dermitzakis ET, Durbin R.","epistasis; gene expression; gene-environment interactions","10.7554/eLife.01381"
"713","An approximate approach to sample size determination in bioequivalence testing with multiple pharmacokinetic responses.","Tsai CA, Huang CY, Liu JP.","bioequivalence; multiple pharmacokinetic responses; sample size; two one-sided tests procedure","10.1002/sim.6182"
"714","Confidence intervals around Bayes Cost in multi-state diagnostic settings to estimate optimal performance.","Batterton KA, Schubert CM.","Bayes Cost; ROC curves; confidence interval; diagnostic test; multi-state; optimal performance","10.1002/sim.6174"
"715","Impact of the model-building strategy on inference about nonlinear and time-dependent covariate effects in survival analysis.","Wynant W, Abrahamowicz M.","Cox's proportional hazards model; flexible modeling; hypothesis testing; model-building strategy; residual confounding","10.1002/sim.6178"
"716","A modest proposal for dropping poor arms in clinical trials.","Proschan MA, Dodd LE.","comparisons with control; estimation bias; family-wise error (FWE) rate; multi-arm multi-stage (MAMS) design; multiple comparisons; sequentially rejective methods","10.1002/sim.6169"
"717","Testing for publication bias in diagnostic meta-analysis: a simulation study.","Bürkner PC, Doebler P.","diagnostic meta-analysis; diagnostic odds ratio; publication bias; simulation study; trim and fill","10.1002/sim.6177"
"718","Assessing the goodness of fit of personal risk models.","Gong G, Quante AS, Terry MB, Whittemore AS.","absolute risk; cohort data; efficient score statistics; goodness of fit; personal disease risk; standardized residuals","10.1002/sim.6176"
"719","Joint longitudinal and survival-cure models in tumour xenograft experiments.","Pan J, Bao Y, Dai H, Fang HB.","Markov chain Monte Carlo; constrained parameters; joint longitudinal and survival-cure model; xenograft experiment","10.1002/sim.6175"
"720","Using genotyping data to assign markers to their chromosome type and to infer the sex of individuals: a Bayesian model-based classifier.","Gautier M.","Bayesian models; NGS; genotyping data; molecular sexing; sex chromosome","10.1111/1755-0998.12264"
"721","Interpreting and visualizing ChIP-seq data with the seqMINER software.","Ye T, Ravens S, Krebs AR, Tora L.","NA","10.1007/978-1-4939-0512-6_8"
"722","Visualization and clustering of high-dimensional transcriptome data using GATE.","Stumpf PS, MacArthur BD.","NA","10.1007/978-1-4939-0512-6_7"
"723","Identifying stem cell gene expression patterns and phenotypic networks with AutoSOME.","Newman AM, Cooper JB.","NA","10.1007/978-1-4939-0512-6_6"
"724","Spatial clustering for identification of ChIP-enriched regions (SICER) to map regions of histone methylation patterns in embryonic stem cells.","Xu S, Grullon S, Ge K, Peng W.","NA","10.1007/978-1-4939-0512-6_5"
"725","edgeR for differential RNA-seq and ChIP-seq analysis: an application to stem cell biology.","Nikolayeva O, Robinson MD.","NA","10.1007/978-1-4939-0512-6_3"
"726","Analysis of next-generation sequencing data using Galaxy.","Blankenberg D, Hillman-Jackson J.","NA","10.1007/978-1-4939-0512-6_2"
"727","Differing patterns of selection and geospatial genetic diversity within two leading Plasmodium vivax candidate vaccine antigens.","Parobek CM, Bailey JA, Hathaway NJ, Socheat D, Rogers WO, Juliano JJ.","NA","10.1371/journal.pntd.0002796"
"728","Adjusting for misclassification in a stratified biomarker clinical trial.","Liu C, Liu A, Hu J, Yuan V, Halabi S.","biomarkers; classification error; correction for error; personalized medicine; power and sample size; prevalence; randomized controlled clinical trials; sensitivity and specificity","10.1002/sim.6164"
"729","Detection of methemoglobin in whole blood based on confocal micro-Raman spectroscopy and multivariate statistical techniques.","Zhu MF, Ye XP, Huang YY, Guo ZY, Zhuang ZF, Liu SH.","PCA-LDA algorithms; Raman spectra; blood; methemoglobin; poisoning","10.1002/sca.21143"
"730","A Bayesian approach to functional mixed-effects modeling for longitudinal data with binomial outcomes.","Kliethermes S, Oleson J.","cochlear implants; growth curves; hierarchical Bayesian; longitudinal; speech perception","10.1002/sim.6166"
"731","Using modified approaches on marginal regression analysis of longitudinal data with time-dependent covariates.","Zhou Y, Lefante J, Rice J, Chen S.","estimating equations; moment conditions; quadratic inference function; restricted matrix","10.1002/sim.6171"
"732","A nonsmooth two-sex population model.","Garibaldi E, Sobottka M.","Geometric theory of differential equations; Mating function; Nonsmooth ordinary differential equations; Population dynamics; Two-sex models; Weak KAM theory","10.1016/j.mbs.2014.03.015"
"733","Re-estimating sample size in cluster randomised trials with active recruitment within clusters.","van Schie S, Moerbeek M.","a priori power analysis; hierarchical data; intracluster correlation coefficient; type I error","10.1002/sim.6172"
"734","Estimation of controlled direct effects in time-varying treatments using structural nested mean models: application to a primary prevention trial for coronary events with pravastatin.","Shinozaki T, Matsuyama Y, Ohashi Y.","causal inference; direct effects; longitudinal data; structural nested mean model; time-dependent confounding","10.1002/sim.6162"
"735","Continuous sequential boundaries for vaccine safety surveillance.","Li R, Stewart B, Weintraub E, McNeil MM.","adverse events; critical value; drug and vaccine surveillance; maximized sequential probability ratio test (MaxSPRT); sequential methods","10.1002/sim.6161"
"736","Using statistical process control charts to study stuttering frequency variability during a single day.","Karimi H, O'Brian S, Onslow M, Jones M, Menzies R, Packman A.","NA","10.1044/1092-4388(2013/12-0328)"
"737","Measures of adiposity are associated with increased risk of peptic ulcer.","Boylan MR, Khalili H, Huang ES, Chan AT.","Body Mass Index; Obesity; Peptic Ulcer Disease; Waist-To-Hip Ratio","10.1016/j.cgh.2014.03.021"
"738","Joint modeling of two longitudinal outcomes and competing risk data.","Andrinopoulou ER, Rizopoulos D, Takkenberg JJ, Lesaffre E.","competing risk; continuation ratio mixed-effects model; heart valve replacement; joint model; linear mixed-effects model","10.1002/sim.6158"
"739","A mixture of transition models for heterogeneous longitudinal ordinal data: with applications to longitudinal bacterial vaginosis data.","Cheon K, Thoma ME, Kong X, Albert PS.","Markov model; bacterial vaginosis; heterogeneity; longitudinal data; mixture model; mover stayer model","10.1002/sim.6151"
"740","Analysis of trait mean and variability versus temperature in trematode cercariae: is there scope for adaptation to global warming?","Studer A, Poulin R.","Adaptive evolution; Cercariae; Climate change; Coefficient of variation; Infectivity; Output; Survival","10.1016/j.ijpara.2014.02.006"
"741","Calibration plots for risk prediction models in the presence of competing risks.","Gerds TA, Andersen PK, Kattan MW.","calibration plots; competing risks; kernel smoothing; pseudo-values; risk models","10.1002/sim.6152"
"742","Supersize me: how whole-genome sequencing and big data are transforming epidemiology.","Kao RR, Haydon DT, Lycett SJ, Murcia PR.","Bayesian inference; Forensic epidemiology; Mathematical modeling; Pathogen evolution; Who-infected-whom?","10.1016/j.tim.2014.02.011"
"743","Biostatistics primer for the radiologist.","Psoter KJ, Roudsari BS, Dighe MK, Richardson ML, Katz DS, Bhargava P.","NA","10.2214/AJR.13.11657"
"744","Online biostatistics: evidence-based curriculum for master's nursing education.","Shillam CR, Ho G, Commodore-Mensah Y.","NA","10.3928/01484834-20140326-01"
"745","Special issue on spatial methods for health policy research.","Neelon B, Lawson AB.","NA","10.1177/0962280212447031"
"746","Conditional Monte Carlo randomization tests for regression models.","Parhat P, Rosenberger WF, Diao G.","generalized linear mixed models; generalized linear models; linear rank test; longitudinal data; martingale residuals; time-to-event data","10.1002/sim.6149"
"747","Assessment of cognitive biases and biostatistics knowledge of medical residents: a multicenter, cross-sectional questionnaire study.","Msaouel P, Kappos T, Tasoulis A, Apostolopoulos AP, Lekkas I, Tripodaki ES, Keramaris NC.","biostatistics knowledge; cognitive bias; conjunction fallacy; gambler's fallacy; medical residents; statistical literacy","10.3402/meo.v19.23646"
"748","Cyclic variations in the dynamics of flu incidence in Azerbaijan, 1976-2000.","Dimitrov BD, Babayev ES.","NA","10.1017/S095026881400048X"
"749","Randomized reverse marker strategy design for prospective biomarker validation.","Eng KH.","biomarker validation; interaction; ovarian cancer; randomized trial; trial design","10.1002/sim.6146"
"750","A joint frailty model to estimate the recurrence process and the disease-specific mortality process without needing the cause of death.","Belot A, Rondeau V, Remontet L, Giorgi R; CENSUR working survival group.","excess hazard; joint model; recurrent events; shared frailty","10.1002/sim.6140"
"751","Competing risks.","Fine J, Lindqvist BH.","NA","10.1007/s10985-014-9294-8"
"752","A weighted cumulative sum (WCUSUM) to monitor medical outcomes with dependent censoring.","Sun RJ, Kalbfleisch JD, Schaubel DE.","control limits; cumulative sum (CUSUM); dependent censoring; failure time data; inverse probability weights; quality control; quality improvement; resampling; risk adjustment","10.1002/sim.6139"
"753","U.S. dental students' attitudes toward research and science: impact of research experience.","Holman SD, Wietecha MS, Gullard A, Peterson JM.","academic careers; dental education; dental research; dental students","NA"
"754","The identification of regions of significance in the effect of multimorbidity on depressive symptoms using longitudinal data: an application of the Johnson-Neyman technique.","Rast P, Rush J, Piccinin A, Hofer SM.","NA","10.1159/000358757"
"755","The Professor and the Student, Sir Ronald Aylmer Fisher (1890-1962) and William Sealy Gosset (1876-1937): Careers of two giants in mathematical statistics.","Vyas SA, Desai SP.","Fisher; Fisher’s exact test; Gosset; Student; Student’s t-test; history of statistics","10.1177/0967772013479482"
"756","Efficient imputation of missing markers in low-coverage genotyping-by-sequencing data from multiparental crosses.","Huang BE, Raghavan C, Mauleon R, Broman KW, Leung H.","GBS; HMM; MAGIC; MPRIL","10.1534/genetics.113.158014"
"757","[Bias, biostatistics, and prognostic factors].","Gönen M.","NA","10.3779/j.issn.1009-3419.2014.02.12"
"758","Missing value imputation for microarray data: a comprehensive comparison study and a web tool.","Chiu CC, Chan SY, Wang CC, Wu WS.","NA","10.1186/1752-0509-7-S6-S12"
"759","Shrinkage regression-based methods for microarray missing value imputation.","Wang H, Chiu CC, Wu YC, Wu WS.","NA","10.1186/1752-0509-7-S6-S11"
"760","A novel statistical approach for jointly analyzing RNA-Seq data from F1 reciprocal crosses and inbred lines.","Zou F, Sun W, Crowley JJ, Zhabotynsky V, Sullivan PF, Pardo-Manuel de Villena F.","Xce; allelic imbalance; imprinting; overdispersion; parent-of-origin effect","10.1534/genetics.113.160119"
"761","[« Bioinfomics »: a new research field].","Jézéquel P, Juin PP, Campone M.","NA","10.1684/bdc.2014.1893"
"762","On detecting incomplete soft or hard selective sweeps using haplotype structure.","Ferrer-Admetlla A, Liang M, Korneliussen T, Nielsen R.","SFS-based methods; cholesterol; demography; haplotype-based methods; hard sweeps; recombination rate; soft sweeps","10.1093/molbev/msu077"
"763","Low risk of hepatocellular carcinoma in patients with primary sclerosing cholangitis with cirrhosis.","Zenouzi R, Weismüller TJ, Hübener P, Schulze K, Bubenheim M, Pannicke N, Weiler-Normann C, Lenzen H, Manns MP, Lohse AW, Schramm C.","Cholangiocarcinoma; Liver Cancer; Population; Screening","10.1016/j.cgh.2014.02.008"
"764","Campaigners win fight to retain UK statistics on cancer deaths, lifestyle, and suicides.","Hawkes N.","NA","10.1136/bmj.g1504"
"765","Various varying variances: The challenge of nuisance parameters to the practising biostatistician.","Senn S.","Analysis of covariance; Components of Variance; Gauss-Markov theorem; History of statistics; Mixed models; REML","10.1177/0962280214520728"
"766","A novel computational biostatistics approach implies impaired dephosphorylation of growth factor receptors as associated with severity of autism.","Wittkowski KM, Sonakya V, Bigio B, Tonn MK, Shic F, Ascano M, Nasca C, Gold-Von Simson G.","NA","10.1038/tp.2013.124"
"767","Biostatistical and medical statistics graduate education.","Brimacombe MB.","NA","10.1186/1472-6920-14-18"
"768","A prospective evaluation of undiagnosed joint hypermobility syndrome in patients with gastrointestinal symptoms.","Fikree A, Grahame R, Aktar R, Farmer AD, Hakim AJ, Morris JK, Knowles CH, Aziz Q.","Dyspepsia; Ehlers–Danlos Syndrome; Functional; Irritable Bowel Syndrome","10.1016/j.cgh.2014.01.014"
"769","Criterion for the simultaneous selection of a working correlation structure and either generalized estimating equations or the quadratic inference function approach.","Westgate PM.","Correlation selection; Efficiency; Empirical covariance matrix; Generalized estimating equations; Quadratic inference functions","10.1002/bimj.201300098"
"770","Statistical inference for Hardy-Weinberg proportions in the presence of missing genotype information.","Graffelman J, Sánchez M, Cook S, Moreno V.","NA","10.1371/journal.pone.0083316"
"771","In response.","Barraclough H, Simms L, Govindan R.","NA","10.1097/JTO.0000000000000010"
"772","If the ratio of hazards r(t)=<U+03BB>e(t)/<U+03BB>c(t) does not depend on time t then the proportional hazards assumption holds.","Leon LF, Day BM, Hu XS.","NA","10.1097/JTO.0b013e3182a4081f"
"773","Nonconvergence in Bayesian estimation of migration rates.","Meirmans PG.","Markov chain Monte Carlo; assignment tests; bayesass; convergence; microsatellites; migration","10.1111/1755-0998.12216"
"774","Modern statistical methods in respiratory medicine.","Wolfe R, Abramson MJ.","association; causality; estimation; sampling; statistics","10.1111/resp.12223"
"775","The benevolent tyranny of biostatistics: public administration and the promotion of biostatistics at the National Institutes of Health, 1946-1970.","Patel S.","NA","10.1353/bhm.2013.0084"
"776","In memory of Michael D. Lebowitz, Ph.D.","O'Rourke MK, Moschandreas DJ.","NA","10.1038/jes.2013.49"
"777","Serum ferritin levels lack diagnostic accuracy for liver fibrosis in patients with nonalcoholic fatty liver disease.","Angulo P, George J, Day CP, Vanni E, Russell L, De la Cruz AC, Liaquat H, Mezzabotta L, Lee E, Bugianesi E.","ALT; BMI; Cirrhosis; Iron; ROC","10.1016/j.cgh.2013.11.035"
"778","Do clinical and translational science graduate students understand linear regression? Development and early validation of the REGRESS quiz.","Enders F.","assessment; biostatistics; epidemiology; evaluation; statistics","10.1111/cts.12088"
"779","Diverticular disease is associated with increased risk of subsequent arterial and venous thromboembolic events.","Strate LL, Erichsen R, Horváth-Puhó E, Pedersen L, Baron JA, Sørensen HT.","Comorbid Disease; Diverticular Bleeding; Diverticulitis; Inflammation","10.1016/j.cgh.2013.11.026"
"780","A machine learned classifier that uses gene expression data to accurately predict estrogen receptor status.","Bastani M, Vos L, Asgarian N, Deschenes J, Graham K, Mackey J, Greiner R.","NA","10.1371/journal.pone.0082144"
"781","Statistical analysis of biomarkers for personalized medicine.","Eguchi S, Matsui S, Huang SY, Hsiao CK.","NA","10.1155/2013/467420"
"782","Medical statistics--a subject of increasing breadth and importance. Preface.","Aalen ØO, Borgan O, Kvaløy JT.","NA","10.1002/sim.6035"
"783","Professor Maurice Staquet, MD, MS (1930 - 2013).","Duez N, Eeckhoudt D, Kirkpatrick A, Solbu G, Suciu S, Sylvester R, Van Glabbeke M, Buyse M, Dalesio O, Renard J, Rotmensz N.","NA","10.1002/sim.6034"
"784","Quality control of Platinum Spike dataset by probe-level mixed models.","Khamiakova T, Shkedy Z, Amaratunga D, Talloen W, Göhlmann H, Bijnens L, Kasim A.","Benchmark data; Gene expression analysis; Linear mixed models; Probe level data","10.1016/j.mbs.2013.11.004"
